onset	trial_type	duration
0.023	Prize_Instruction	5000
5.634	WinGames_Ant	600
9.246	WinGames_FB_Lose	1000
10.246	WinGames_ITI	1100
11.925	WinGames_Ant	600
15.524	WinGames_FB_Win	1000
16.537	WinGames_ITI	1100
20.335	WinGames_Ant	600
23.934	WinGames_FB_Lose	1000
24.947	WinGames_ITI	1100
30.824	WinGames_Ant	600
34.423	WinGames_FB_Lose	1000
35.436	WinGames_ITI	1100
47.631	WinGames_Ant	600
51.23	WinGames_FB_Lose	1000
52.243	WinGames_ITI	1100
58.134	WinGames_Ant	600
61.732	WinGames_FB_Win	1000
62.745	WinGames_ITI	1100
66.53	WinGames_Ant	600
70.129	WinGames_FB_Win	1000
71.128	WinGames_ITI	1100
72.834	WinGames_Ant	600
76.433	WinGames_FB_Lose	1000
77.446	WinGames_ITI	1100
81.231	WinGames_Ant	600
84.83	WinGames_FB_Win	1000
85.829	WinGames_ITI	1100
89.628	WinGames_Ant	600
93.226	WinGames_FB_Win	1000
94.226	WinGames_ITI	1100
95.932	WinGames_Ant	600
99.53	WinGames_FB_Win	1000
100.543	WinGames_ITI	1100
102.223	WinGames_Ant	600
105.835	WinGames_FB_Lose	1000
106.834	WinGames_ITI	1100
108.527	WinGames_Ant	600
112.126	WinGames_FB_Win	1000
113.138	WinGames_ITI	1100
119.029	WinGames_Ant	600
122.628	WinGames_FB_Lose	1000
123.641	WinGames_ITI	1100
129.532	WinGames_Ant	600
133.13	WinGames_FB_Lose	1000
134.143	WinGames_ITI	1100
139.435	Lose_Instruction	5000
145.046	LoseGames_Ant	600
148.644	LoseGames_FB_Lose	1000
149.657	LoseGames_ITI	1100
153.442	LoseGames_Ant	600
157.041	LoseGames_FB_Win	1000
158.041	LoseGames_ITI	1100
161.839	LoseGames_Ant	600
165.438	LoseGames_FB_Lose	1000
166.451	LoseGames_ITI	1100
170.236	LoseGames_Ant	600
173.848	LoseGames_FB_Lose	1000
174.861	LoseGames_ITI	1100
180.738	LoseGames_Ant	600
184.35	LoseGames_FB_Lose	1000
185.35	LoseGames_ITI	1100
191.241	LoseGames_Ant	600
194.839	LoseGames_FB_Win	1000
195.852	LoseGames_ITI	1100
201.743	LoseGames_Ant	600
205.342	LoseGames_FB_Win	1000
206.355	LoseGames_ITI	1100
210.14	LoseGames_Ant	600
213.738	LoseGames_FB_Lose	1000
214.738	LoseGames_ITI	1100
216.444	LoseGames_Ant	600
220.043	LoseGames_FB_Win	1000
221.042	LoseGames_ITI	1100
222.735	LoseGames_Ant	600
226.347	LoseGames_FB_Win	1000
227.36	LoseGames_ITI	1100
233.237	LoseGames_Ant	600
236.836	LoseGames_FB_Win	1000
237.849	LoseGames_ITI	1100
243.74	LoseGames_Ant	600
247.338	LoseGames_FB_Lose	1000
248.351	LoseGames_ITI	1100
252.136	LoseGames_Ant	600
255.735	LoseGames_FB_Win	1000
256.735	LoseGames_ITI	1100
258.441	LoseGames_Ant	600
262.039	LoseGames_FB_Lose	1000
263.039	LoseGames_ITI	1100
266.837	LoseGames_Ant	600
270.436	LoseGames_FB_Lose	1000
271.449	LoseGames_ITI	1100
