onset	trial_type	duration
0.021	Lose_Instruction	5000
5.632	LoseGames_Ant	600
9.23	LoseGames_FB_Win	1000
10.243	LoseGames_ITI	1100
14.028	LoseGames_Ant	600
17.627	LoseGames_FB_Lose	1000
18.64	LoseGames_ITI	1100
22.425	LoseGames_Ant	600
26.023	LoseGames_FB_Win	1000
27.036	LoseGames_ITI	1100
30.821	LoseGames_Ant	600
34.433	LoseGames_FB_Win	1000
35.433	LoseGames_ITI	1100
47.628	LoseGames_Ant	600
51.226	LoseGames_FB_Win	1000
52.226	LoseGames_ITI	1100
58.13	LoseGames_Ant	600
61.729	LoseGames_FB_Win	1000
62.729	LoseGames_ITI	1100
68.633	LoseGames_Ant	600
72.231	LoseGames_FB_Lose	1000
73.231	LoseGames_ITI	1100
77.029	LoseGames_Ant	600
80.628	LoseGames_FB_Lose	1000
81.641	LoseGames_ITI	1100
83.333	LoseGames_Ant	600
86.932	LoseGames_FB_Win	1000
87.932	LoseGames_ITI	1100
89.624	LoseGames_Ant	600
93.223	LoseGames_FB_Lose	1000
94.222	LoseGames_ITI	1100
100.127	LoseGames_Ant	600
103.725	LoseGames_FB_Lose	1000
104.725	LoseGames_ITI	1100
110.629	LoseGames_Ant	600
114.228	LoseGames_FB_Lose	1000
115.227	LoseGames_ITI	1100
119.026	LoseGames_Ant	600
122.624	LoseGames_FB_Lose	1000
123.637	LoseGames_ITI	1100
125.33	LoseGames_Ant	600
128.928	LoseGames_FB_Win	1000
129.941	LoseGames_ITI	1100
133.726	LoseGames_Ant	600
137.325	LoseGames_FB_Win	1000
138.338	LoseGames_ITI	1100
139.431	Prize_Instruction	5000
145.042	WinGames_Ant	600
148.64	WinGames_FB_Win	1000
149.653	WinGames_ITI	1100
151.333	WinGames_Ant	600
154.931	WinGames_FB_Lose	1000
155.931	WinGames_ITI	1100
159.742	WinGames_Ant	600
163.341	WinGames_FB_Win	1000
164.341	WinGames_ITI	1100
170.232	WinGames_Ant	600
173.843	WinGames_FB_Win	1000
174.856	WinGames_ITI	1100
180.734	WinGames_Ant	600
184.333	WinGames_FB_Win	1000
185.332	WinGames_ITI	1100
191.236	WinGames_Ant	600
194.835	WinGames_FB_Win	1000
195.848	WinGames_ITI	1100
199.633	WinGames_Ant	600
203.232	WinGames_FB_Lose	1000
204.231	WinGames_ITI	1100
205.937	WinGames_Ant	600
209.536	WinGames_FB_Lose	1000
210.535	WinGames_ITI	1100
214.334	WinGames_Ant	600
217.932	WinGames_FB_Win	1000
218.945	WinGames_ITI	1100
222.744	WinGames_Ant	600
226.342	WinGames_FB_Lose	1000
227.342	WinGames_ITI	1100
229.034	WinGames_Ant	600
232.633	WinGames_FB_Lose	1000
233.633	WinGames_ITI	1100
235.339	WinGames_Ant	600
238.937	WinGames_FB_Lose	1000
239.937	WinGames_ITI	1100
241.643	WinGames_Ant	600
245.241	WinGames_FB_Lose	1000
246.241	WinGames_ITI	1100
252.132	WinGames_Ant	600
255.744	WinGames_FB_Win	1000
256.756	WinGames_ITI	1100
262.634	WinGames_Ant	600
266.233	WinGames_FB_Win	1000
267.246	WinGames_ITI	1100
