onset	trial_type	duration
0.031	Prize_Instruction	5000
5.642	WinGames_Ant	600
9.254	WinGames_FB_Lose	1000
10.253	WinGames_ITI	1100
11.933	WinGames_Ant	600
15.530999999999999	WinGames_FB_Win	1000
16.544	WinGames_ITI	1100
20.343	WinGames_Ant	600
23.941	WinGames_FB_Lose	1000
24.954	WinGames_ITI	1100
30.831999999999997	WinGames_Ant	600
34.444	WinGames_FB_Lose	1000
35.457	WinGames_ITI	1100
47.638000000000005	WinGames_Ant	600
51.236999999999995	WinGames_FB_Lose	1000
52.25	WinGames_ITI	1100
58.141000000000005	WinGames_Ant	600
61.739	WinGames_FB_Win	1000
62.751999999999995	WinGames_ITI	1100
66.53699999999999	WinGames_Ant	600
70.13600000000001	WinGames_FB_Win	1000
71.13600000000001	WinGames_ITI	1100
72.842	WinGames_Ant	600
76.44	WinGames_FB_Lose	1000
77.453	WinGames_ITI	1100
81.238	WinGames_Ant	600
84.837	WinGames_FB_Win	1000
85.836	WinGames_ITI	1100
89.635	WinGames_Ant	600
93.23299999999999	WinGames_FB_Win	1000
94.23299999999999	WinGames_ITI	1100
95.939	WinGames_Ant	600
99.537	WinGames_FB_Win	1000
100.55	WinGames_ITI	1100
102.243	WinGames_Ant	600
105.84200000000001	WinGames_FB_Lose	1000
106.84100000000001	WinGames_ITI	1100
108.53399999999999	WinGames_Ant	600
112.132	WinGames_FB_Win	1000
113.145	WinGames_ITI	1100
119.036	WinGames_Ant	600
122.635	WinGames_FB_Lose	1000
123.648	WinGames_ITI	1100
129.539	WinGames_Ant	600
133.137	WinGames_FB_Lose	1000
134.137	WinGames_ITI	1100
