onset	trial_type	duration
0.018	Lose_Instruction	5000
5.63	LoseGames_Ant	600
9.228	LoseGames_FB_Win	1000
10.241	LoseGames_ITI	1100
14.026	LoseGames_Ant	600
17.625	LoseGames_FB_Lose	1000
18.638	LoseGames_ITI	1100
22.423	LoseGames_Ant	600
26.021	LoseGames_FB_Win	1000
27.034	LoseGames_ITI	1100
30.819	LoseGames_Ant	600
34.418	LoseGames_FB_Win	1000
35.444	LoseGames_ITI	1100
47.626	LoseGames_Ant	600
51.224	LoseGames_FB_Win	1000
52.224	LoseGames_ITI	1100
58.128	LoseGames_Ant	600
61.727	LoseGames_FB_Win	1000
62.726	LoseGames_ITI	1100
68.631	LoseGames_Ant	600
72.229	LoseGames_FB_Lose	1000
73.229	LoseGames_ITI	1100
77.027	LoseGames_Ant	600
80.626	LoseGames_FB_Lose	1000
81.639	LoseGames_ITI	1100
83.318	LoseGames_Ant	600
86.93	LoseGames_FB_Win	1000
87.943	LoseGames_ITI	1100
89.622	LoseGames_Ant	600
93.221	LoseGames_FB_Lose	1000
94.234	LoseGames_ITI	1100
100.125	LoseGames_Ant	600
103.723	LoseGames_FB_Lose	1000
104.723	LoseGames_ITI	1100
110.627	LoseGames_Ant	600
114.225	LoseGames_FB_Lose	1000
115.225	LoseGames_ITI	1100
119.024	LoseGames_Ant	600
122.622	LoseGames_FB_Lose	1000
123.635	LoseGames_ITI	1100
125.328	LoseGames_Ant	600
128.926	LoseGames_FB_Win	1000
129.939	LoseGames_ITI	1100
133.724	LoseGames_Ant	600
137.323	LoseGames_FB_Win	1000
138.322	LoseGames_ITI	1100
139.429	Prize_Instruction	5000
145.04	WinGames_Ant	600
148.638	WinGames_FB_Win	1000
149.651	WinGames_ITI	1100
151.33	WinGames_Ant	600
154.929	WinGames_FB_Lose	1000
155.929	WinGames_ITI	1100
159.74	WinGames_Ant	600
163.339	WinGames_FB_Win	1000
164.339	WinGames_ITI	1100
170.229	WinGames_Ant	600
173.841	WinGames_FB_Win	1000
174.854	WinGames_ITI	1100
180.732	WinGames_Ant	600
184.33	WinGames_FB_Win	1000
185.33	WinGames_ITI	1100
191.234	WinGames_Ant	600
194.833	WinGames_FB_Win	1000
195.832	WinGames_ITI	1100
199.631	WinGames_Ant	600
203.229	WinGames_FB_Lose	1000
204.229	WinGames_ITI	1100
205.935	WinGames_Ant	600
209.534	WinGames_FB_Lose	1000
210.546	WinGames_ITI	1100
214.332	WinGames_Ant	600
217.93	WinGames_FB_Win	1000
218.943	WinGames_ITI	1100
222.742	WinGames_Ant	600
226.34	WinGames_FB_Lose	1000
227.353	WinGames_ITI	1100
229.032	WinGames_Ant	600
232.631	WinGames_FB_Lose	1000
233.644	WinGames_ITI	1100
235.336	WinGames_Ant	600
238.935	WinGames_FB_Lose	1000
239.935	WinGames_ITI	1100
241.641	WinGames_Ant	600
245.239	WinGames_FB_Lose	1000
246.239	WinGames_ITI	1100
252.13	WinGames_Ant	600
255.741	WinGames_FB_Win	1000
256.754	WinGames_ITI	1100
262.632	WinGames_Ant	600
266.23	WinGames_FB_Win	1000
267.244	WinGames_ITI	1100
