onset	trial_type	duration
0.028	Prize_Instruction	5000
5.639	WinGames_Ant	600
9.251	WinGames_FB_Lose	1000
10.251	WinGames_ITI	1100
11.93	WinGames_Ant	600
15.529	WinGames_FB_Win	1000
16.542	WinGames_ITI	1100
20.34	WinGames_Ant	600
23.939	WinGames_FB_Lose	1000
24.952	WinGames_ITI	1100
30.829	WinGames_Ant	600
34.428	WinGames_FB_Lose	1000
35.454	WinGames_ITI	1100
47.636	WinGames_Ant	600
51.234	WinGames_FB_Lose	1000
52.247	WinGames_ITI	1100
58.138	WinGames_Ant	600
61.737	WinGames_FB_Win	1000
62.75	WinGames_ITI	1100
66.535	WinGames_Ant	600
70.133	WinGames_FB_Win	1000
71.133	WinGames_ITI	1100
72.839	WinGames_Ant	600
76.437	WinGames_FB_Lose	1000
77.45	WinGames_ITI	1100
81.235	WinGames_Ant	600
84.834	WinGames_FB_Win	1000
85.834	WinGames_ITI	1100
89.632	WinGames_Ant	600
93.231	WinGames_FB_Win	1000
94.23	WinGames_ITI	1100
95.936	WinGames_Ant	600
99.535	WinGames_FB_Win	1000
100.534	WinGames_ITI	1100
102.24	WinGames_Ant	600
105.839	WinGames_FB_Lose	1000
106.838	WinGames_ITI	1100
108.531	WinGames_Ant	600
112.13	WinGames_FB_Win	1000
113.129	WinGames_ITI	1100
119.033	WinGames_Ant	600
122.632	WinGames_FB_Lose	1000
123.645	WinGames_ITI	1100
129.536	WinGames_Ant	600
133.134	WinGames_FB_Lose	1000
134.134	WinGames_ITI	1100
139.438	Lose_Instruction	5000
145.05	LoseGames_Ant	600
148.648	LoseGames_FB_Lose	1000
149.661	LoseGames_ITI	1100
153.446	LoseGames_Ant	600
157.058	LoseGames_FB_Win	1000
158.058	LoseGames_ITI	1100
161.843	LoseGames_Ant	600
165.441	LoseGames_FB_Lose	1000
166.454	LoseGames_ITI	1100
170.239	LoseGames_Ant	600
173.838	LoseGames_FB_Lose	1000
174.851	LoseGames_ITI	1100
180.742	LoseGames_Ant	600
184.34	LoseGames_FB_Lose	1000
185.353	LoseGames_ITI	1100
191.244	LoseGames_Ant	600
194.843	LoseGames_FB_Win	1000
195.842	LoseGames_ITI	1100
201.747	LoseGames_Ant	600
205.345	LoseGames_FB_Win	1000
206.345	LoseGames_ITI	1100
210.143	LoseGames_Ant	600
213.742	LoseGames_FB_Lose	1000
214.741	LoseGames_ITI	1100
216.447	LoseGames_Ant	600
220.046	LoseGames_FB_Win	1000
221.045	LoseGames_ITI	1100
222.738	LoseGames_Ant	600
226.35	LoseGames_FB_Win	1000
227.363	LoseGames_ITI	1100
233.24	LoseGames_Ant	600
236.839	LoseGames_FB_Win	1000
237.852	LoseGames_ITI	1100
243.743	LoseGames_Ant	600
247.341	LoseGames_FB_Lose	1000
248.354	LoseGames_ITI	1100
252.139	LoseGames_Ant	600
255.738	LoseGames_FB_Win	1000
256.738	LoseGames_ITI	1100
258.444	LoseGames_Ant	600
262.042	LoseGames_FB_Lose	1000
263.042	LoseGames_ITI	1100
266.84	LoseGames_Ant	600
270.439	LoseGames_FB_Lose	1000
271.452	LoseGames_ITI	1100
